;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=113292&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=109726&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=107528&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=108323&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=102389&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98275&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=96538&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=94248&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91837&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89337&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
10;30/06/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=86720&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
11;31/03/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=83708&CodigoTipoInstituicao=1;;EUCA3;2022-03-30 22:06:02.277032
