;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=112888&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=957514&descTipo=IPE&CodigoInstituicao=1;HBSA3;2022-03-24 08:58:17.460529
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=110183&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=917727&descTipo=IPE&CodigoInstituicao=1;HBSA3;2022-03-24 08:58:17.460529
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=108068&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=894195&descTipo=IPE&CodigoInstituicao=1;HBSA3;2022-03-24 08:58:17.460529
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104142&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=867355&descTipo=IPE&CodigoInstituicao=1;HBSA3;2022-03-24 08:58:17.460529
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=100959&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=842589&descTipo=IPE&CodigoInstituicao=1;HBSA3;2022-03-24 08:58:17.460529
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98436&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=95185&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=93649&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91104&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89544&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
10;30/06/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=86463&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
11;31/03/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=83749&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
12;31/12/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=82199&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
13;30/09/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98977&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
14;30/06/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98976&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
15;31/03/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=74834&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
16;31/12/2017;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=73034&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
17;30/09/2017;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=70147&CodigoTipoInstituicao=1;;HBSA3;2022-03-24 08:58:17.460529
