;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=112891&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=809834&descTipo=IPE&CodigoInstituicao=1;CEED4;2022-03-24 08:58:17.460529
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=109715&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=762534&descTipo=IPE&CodigoInstituicao=1;CEED4;2022-03-24 08:58:17.460529
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=108544&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=753960&descTipo=IPE&CodigoInstituicao=1;CEED4;2022-03-24 08:58:17.460529
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104698&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=716454&descTipo=IPE&CodigoInstituicao=1;CEED4;2022-03-24 08:58:17.460529
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=102585&CodigoTipoInstituicao=1;;CEED4;2022-03-24 08:58:17.460529
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98585&CodigoTipoInstituicao=1;;CEED4;2022-03-24 08:58:17.460529
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=96197&CodigoTipoInstituicao=1;;CEED4;2022-03-24 08:58:17.460529
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=93231&CodigoTipoInstituicao=1;;CEED4;2022-03-24 08:58:17.460529
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=92022&CodigoTipoInstituicao=1;;CEED4;2022-03-24 08:58:17.460529
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89624&CodigoTipoInstituicao=1;;CEED4;2022-03-24 08:58:17.460529
