;Acao;Data;Hora;Descrição;Link
0;MATD3;31/05/2022;08:59;Participação em live - Seminário de Gestão em Saúde da Rede Mater Dei;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=986175&descTipo=IPE&CodigoInstituicao=1
1;MATD3;21/04/2022;14:32;Fechamento da transação - Hospital EMEC;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=969233&descTipo=IPE&CodigoInstituicao=1
2;MATD3;04/03/2022;09:53;Fechamento da compra do Hospital Premium;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=950072&descTipo=IPE&CodigoInstituicao=1
3;MATD3;02/03/2022;20:40;Fechamento da compra do CDI;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=949237&descTipo=IPE&CodigoInstituicao=1
4;MATD3;02/03/2022;20:40;Aquisição do Hospital Santa Clara - PT e EN;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=949240&descTipo=IPE&CodigoInstituicao=1
5;MATD3;18/02/2022;18:11;Fechamento da transação - Hospital Santa Genoveva;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=945452&descTipo=IPE&CodigoInstituicao=1
6;MATD3;08/02/2022;18:23;Aquisição EMEC (versão PT e ENG);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=939975&descTipo=IPE&CodigoInstituicao=1
7;MATD3;15/01/2022;21:50;Renúncia de membro do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=933878&descTipo=IPE&CodigoInstituicao=1
8;MATD3;11/01/2022;09:40;Aquisição Hospital Premium;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=932677&descTipo=IPE&CodigoInstituicao=1
9;MATD3;04/01/2022;18:21;Esclarecimentos sobre oscilação atípica;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=930644&descTipo=IPE&CodigoInstituicao=1
10;MATD3;04/01/2022;09:44;Participação em novos índices da B3;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=930430&descTipo=IPE&CodigoInstituicao=1
11;MATD3;02/12/2021;18:21;Participação em Live;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=921823&descTipo=IPE&CodigoInstituicao=1
12;MATD3;21/11/2021;18:43;Aquisição Hospital Santa Genoveva ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=919269&descTipo=IPE&CodigoInstituicao=1
